City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,uttarkashi,30.7333,78.45,21.04,48,98,1.84,IN,1718819448
283,kobryn,52.2138,24.3564,17.94,94,84,1.19,BY,1718819448
284,nadym,65.5333,72.5167,0.37,80,63,2.75,RU,1718819448
285,la toma,-33.0526,-65.6238,12.96,55,57,4.14,AR,1718819448
286,montecatini-terme,43.8835,10.7736,29.69,59,78,3.13,IT,1718819448
287,queenstown,-31.8976,26.8753,8.38,70,26,1.6,ZA,1718819412
288,bowling green,36.9903,-86.4436,30.32,54,0,2.57,US,1718819410
289,chinde,26.8418,88.0763,19.24,98,91,0.77,NP,1718819448
290,kill devil hills,36.0307,-75.676,29.0,62,0,5.66,US,1718819224
291,marquette,46.5333,-87.6335,24.69,76,99,4.47,US,1718819449
292,beidaihehaibin,39.8222,119.5181,20.1,84,38,1.04,CN,1718819449
293,kandyagash,49.4744,57.4233,22.94,63,93,4.02,KZ,1718819224
294,tabuk,17.4189,121.4443,24.59,93,100,0.8,PH,1718819449
295,pauini,-7.7136,-66.9764,35.74,35,100,1.23,BR,1718819449
296,lerwick,60.1545,-1.1494,11.0,88,100,10.94,GB,1718819449
297,reggane,26.7158,0.1714,45.76,7,74,2.1,DZ,1718819449
298,port blair,11.6667,92.75,26.02,94,40,2.57,IN,1718819450
299,huescar,37.811,-2.5412,24.59,24,7,3.74,ES,1718819450
300,page,36.9147,-111.4558,27.88,10,0,2.24,US,1718819450
301,constantia,44.1833,28.65,25.38,66,0,4.07,RO,1718819450
302,praia,14.9215,-23.5087,27.3,74,40,6.69,CV,1718819450
303,ugoofaaru,5.6667,73.0,28.55,79,100,6.49,MV,1718819450
304,manadhoo,5.7667,73.3833,28.6,79,90,6.43,MV,1718819450
305,zhezqazghan,47.7833,67.7667,21.32,24,0,5.0,KZ,1718819450
306,saint-henri,46.6921,-71.0671,33.37,58,64,3.09,CA,1718819450
307,howard springs,-12.497,131.047,20.95,96,0,2.33,AU,1718819450
308,najran,17.4924,44.1277,33.36,23,55,1.5,SA,1718819451
309,tocopilla,-22.092,-70.1979,18.66,73,2,1.8,CL,1718818913
310,yenotayevka,47.2456,47.0281,27.43,39,3,3.14,RU,1718819451
311,port de pollenca,39.9075,3.0814,25.71,67,60,3.22,ES,1718819451
312,sully-sur-loire,47.7637,2.3724,20.51,88,97,3.67,FR,1718819451
313,san jose,37.3394,-121.895,24.09,45,20,3.09,US,1718818912
314,ulsteinvik,62.3432,5.8487,14.31,53,97,4.02,NO,1718819451
315,ambasamudram,8.7,77.4667,27.71,72,100,3.88,IN,1718819451
316,kotel,42.8833,26.45,27.75,68,22,1.24,BG,1718819451
317,irbit,57.6705,63.071,17.43,99,87,3.21,RU,1718819452
318,luau,-10.7073,22.2247,19.33,31,0,0.98,AO,1718819452
319,praia da vitoria,38.7333,-27.0667,20.42,68,75,2.2,PT,1718819452
320,egersund,58.4513,5.9997,14.1,74,25,8.63,NO,1718819452
321,bangolo,7.0069,-7.475,25.34,92,92,0.69,CI,1718819452
322,swainsboro,32.5974,-82.3337,30.94,43,49,7.57,US,1718819452
323,burang,30.25,81.1667,6.56,71,81,3.18,CN,1718819452
324,celestun,20.8667,-90.4,28.76,79,100,4.39,MX,1718819452
325,seven pagodas,12.6264,80.1722,27.03,89,94,8.25,IN,1718819453
326,paramonga,-10.6667,-77.8333,19.99,74,94,3.8,PE,1718819453
327,scarborough,54.2797,-0.4044,17.59,72,100,5.36,GB,1718819250
328,ghadamis,30.1337,9.5007,36.59,7,0,4.69,LY,1718819453
329,zhangjiajie,29.1294,110.4783,24.61,97,100,0.76,CN,1718819453
330,burnie,-41.0667,145.9167,5.3,78,8,2.45,AU,1718819453
331,taseyevo,57.2169,94.8978,3.94,97,44,1.4,RU,1718819453
332,prainha,-1.8,-53.48,31.93,53,30,2.4,BR,1718819376
333,nokha,27.6,73.4167,36.96,33,36,7.33,IN,1718819454
334,novyy urgal,51.0736,132.5642,11.45,98,71,1.74,RU,1718819454
335,kitimat,54.0524,-128.6534,19.82,68,88,1.34,CA,1718819423
336,uturoa,-16.7333,-151.4333,25.12,62,15,4.89,PF,1718819454
337,tutayev,57.8853,39.5406,17.09,77,20,1.93,RU,1718819454
338,cody,44.5263,-109.0565,17.17,41,0,1.34,US,1718819454
339,princeville,45.7668,-61.2985,32.57,59,0,3.6,CA,1718819454
340,anloga,5.7947,0.8973,26.95,85,89,5.74,GH,1718819454
341,gimcheon,36.1218,128.1198,22.62,73,0,1.03,KR,1718819454
342,tazacorte,28.629,-17.9293,22.54,60,20,6.69,ES,1718819454
343,djambala,-2.5447,14.7533,26.81,48,99,0.7,CG,1718819455
344,egilsstadir,65.2653,-14.3948,3.95,93,100,7.72,IS,1718819455
345,bantay,17.5847,120.3892,27.88,80,100,1.39,PH,1718819455
346,severo-yeniseyskiy,60.3725,93.0408,0.42,94,42,2.13,RU,1718819455
347,pitimbu,-7.4706,-34.8086,28.33,77,21,6.01,BR,1718819455
348,hotan,37.0997,79.9269,24.82,30,100,3.28,CN,1718819455
349,dryden,49.7833,-92.7503,15.16,47,75,7.2,CA,1718819455
350,udachny,66.4167,112.4,10.13,71,62,4.29,RU,1718819455
351,maha sarakham,16.3333,103.6667,29.95,59,52,3.3,TH,1718819455
352,qamdo,31.1667,97.2333,10.07,63,100,2.45,CN,1718819456
353,campo mourao,-24.0456,-52.3831,28.25,28,15,4.09,BR,1718819376
354,aljezur,37.3191,-8.8033,17.77,71,4,5.89,PT,1718819456
355,luorong,24.4058,109.6086,25.79,91,100,1.48,CN,1718819456
356,alness,57.696,-4.2551,15.94,64,97,4.64,GB,1718819456
357,maicao,11.3832,-72.2432,31.68,61,100,4.72,CO,1718819456
358,altagracia de orituco,9.8601,-66.3814,28.29,67,90,3.17,VE,1718819456
359,hami,42.8,93.45,25.35,28,9,3.97,CN,1718819456
360,minot air force base,48.4209,-101.3391,17.21,58,40,5.14,US,1718819456
361,rocha,-34.4833,-54.3333,18.37,75,1,4.17,UY,1718819426
362,miyako,39.6367,141.9525,15.08,89,12,2.18,JP,1718819457
363,madang,-5.2246,145.7966,25.45,87,89,2.49,PG,1718819457
364,moapa valley,36.5805,-114.4703,33.71,5,0,0.41,US,1718819457
365,igarka,67.4667,86.5833,0.48,72,86,2.91,RU,1718819457
366,vibo valentia,38.6996,16.1274,24.33,60,46,1.02,IT,1718819457
367,darwin,-12.4611,130.8418,20.99,88,1,1.54,AU,1718819246
368,ambanja,-13.6833,48.45,22.89,83,3,1.05,MG,1718819458
369,nuuk,64.1835,-51.7216,5.34,87,100,10.8,GL,1718819401
370,baise city,23.8997,106.6133,25.63,97,100,1.09,CN,1718819458
371,brookings,44.3114,-96.7984,18.4,70,20,2.57,US,1718819405
372,ghat,24.9647,10.1728,36.25,6,0,6.2,LY,1718819458
373,faro,37.0194,-7.9322,22.88,68,20,9.77,PT,1718819293
374,bac lieu,9.285,105.7244,28.39,76,100,4.25,VN,1718819458
375,rawatbhata,24.9333,75.5833,32.86,52,70,8.76,IN,1718819458
376,fale old settlement,-9.3852,-171.2468,28.81,77,42,7.23,TK,1718819459
377,paragominas,-2.9667,-47.4833,28.68,63,46,2.87,BR,1718819459
378,mejit,10.2753,170.8646,27.94,80,96,8.06,MH,1718819459
379,alexandria,31.2156,29.9553,26.3,66,0,2.88,EG,1718819445
380,shiloh,38.5614,-89.8973,33.23,51,40,5.66,US,1718819459
381,santa ana,33.7456,-117.8678,24.8,72,100,2.57,US,1718819226
382,carnarvon,-24.8667,113.6333,16.96,54,0,9.92,AU,1718819459
383,kronoby,63.7286,23.0339,16.08,69,14,5.14,FI,1718819459
384,thinadhoo,0.5333,72.9333,28.81,72,32,3.78,MV,1718819459
385,serhiyivka,46.0272,30.3768,23.31,68,2,4.51,UA,1718819459
386,misratah,32.3754,15.0925,26.64,56,0,4.14,LY,1718819460
387,wakkanai,45.4094,141.6739,12.51,94,82,5.96,JP,1718819460
388,yangshuo,24.7808,110.4897,24.19,97,100,1.3,CN,1718819460
389,cidreira,-30.1811,-50.2056,18.95,95,79,4.82,BR,1718819460
390,wainwright,52.839,-110.8572,13.45,49,100,1.32,CA,1718819460
391,alagon,41.7696,-1.1191,31.25,21,0,2.06,ES,1718819460
392,aketi,2.7388,23.7833,28.33,53,43,0.76,CD,1718819460
393,eureka,40.8021,-124.1637,13.34,72,32,2.46,US,1718819444
394,pangoa,-12.1167,-73.0,24.54,82,97,0.61,PE,1718819461
395,mocimboa,-11.3167,40.35,24.09,88,8,4.29,MZ,1718819461
396,kavaratti,10.5669,72.642,28.39,83,100,6.19,IN,1718819461
397,cambria,35.5641,-121.0808,25.86,48,0,3.79,US,1718819461
398,tofol,5.3248,163.0078,28.31,76,72,3.68,FM,1718819461
399,huarmey,-10.0681,-78.1522,20.52,74,92,4.59,PE,1718819461
400,punta del este,-34.9667,-54.95,18.87,91,75,3.09,UY,1718819442
401,hlukhiv,51.6782,33.9162,20.7,88,75,3.38,UA,1718819461
402,serenje,-13.2325,30.2352,14.14,59,0,2.51,ZM,1718819461
403,puerto deseado,-47.7503,-65.8938,3.76,60,100,9.82,AR,1718819462
404,petauke,-14.2426,31.3253,18.2,45,0,1.34,ZM,1718819462
405,walvis bay,-22.9575,14.5053,16.53,77,0,1.54,NA,1718819462
406,port saint john's,-31.6229,29.5448,18.36,69,6,4.7,ZA,1718819462
407,kalach-na-donu,48.691,43.5264,24.91,47,15,4.07,RU,1718819462
408,dimako,4.3833,13.5667,24.8,70,99,0.72,CM,1718819462
409,berezovyy,51.6667,135.7,5.45,99,100,1.14,RU,1718819462
410,mossel bay,-34.1831,22.146,11.96,71,26,0.8,ZA,1718819462
411,gondia,21.45,80.2,27.71,75,100,2.07,IN,1718819462
412,uzhur,55.3036,89.8339,7.52,80,45,4.06,RU,1718819463
413,siverskiy,59.3544,30.0783,15.53,99,100,3.14,RU,1718819463
414,juneau,58.3019,-134.4197,17.28,87,75,2.06,US,1718819463
415,belomorsk,64.5232,34.7668,17.49,62,51,2.65,RU,1718819463
416,ardakan,32.31,54.0175,32.36,14,4,8.37,IR,1718819463
417,at taj,24.2049,23.2857,33.95,14,0,4.57,LY,1718819463
418,nantucket,41.2835,-70.0995,26.72,81,0,6.69,US,1718819463
419,krasnoufimsk,56.6059,57.7669,19.2,90,61,3.14,RU,1718819464
420,mil'kovo,55.6078,37.7956,24.61,58,92,3.76,RU,1718819464
421,levuka,50.1834,-105.4011,10.9,76,100,5.66,CA,1718819464
422,trapani,37.8333,12.6667,30.05,30,0,4.63,IT,1718819464
423,tongren,27.7172,109.1853,24.12,99,77,0.48,CN,1718819464
424,isangel,-19.55,169.2667,22.57,84,3,3.94,VU,1718819464
425,tabou,4.423,-7.3528,25.87,87,100,4.09,CI,1718819464
426,kurumkan,54.3,110.3,15.56,68,97,0.93,RU,1718819465
427,tekeli,44.83,78.8239,14.07,73,57,3.51,KZ,1718819465
428,antsiranana,-12.2787,49.2917,24.03,69,6,8.62,MG,1718819465
429,ar ruways,24.1103,52.7306,35.4,27,2,1.48,AE,1718819465
430,enewetak,11.3474,162.3373,28.12,77,13,8.08,MH,1718819465
431,saint-egreve,45.2333,5.6833,29.07,75,51,1.34,FR,1718819465
432,westport,41.1415,-73.3579,34.06,62,0,3.6,US,1718819465
433,ben tre,10.2333,106.3833,26.8,83,100,2.63,VN,1718819465
434,n'zeto,-7.2312,12.8666,21.87,88,46,4.33,AO,1718819465
435,ariquemes,-9.9133,-63.0408,36.33,28,10,1.08,BR,1718819465
436,toamasina,-18.1667,49.3833,20.0,94,40,1.54,MG,1718819463
437,dunedin,-45.8742,170.5036,7.11,92,63,4.02,NZ,1718819466
438,kooringal,-35.1428,147.3771,2.51,93,7,2.15,AU,1718819466
439,yanchep,-31.55,115.6833,10.68,74,36,3.34,AU,1718819466
440,ar rutbah,33.0381,40.2848,38.33,9,50,1.05,IQ,1718819466
441,al qubbah,32.7616,22.2424,21.65,65,0,8.04,LY,1718819466
442,arfoud,31.4348,-4.2375,38.55,5,0,12.15,MA,1718819466
443,pervomayskoye,43.919,46.7102,27.69,45,55,3.11,RU,1718819466
444,broken hill,-31.95,141.4333,9.59,81,88,5.21,AU,1718819249
445,puerto baquerizo moreno,-0.9,-89.6,24.55,78,100,7.2,EC,1718819466
446,mangrol,21.1167,70.1167,29.96,80,69,8.7,IN,1718819467
447,villa gesell,-37.2639,-56.973,15.59,69,94,2.86,AR,1718819172
448,milas,37.3164,27.7839,28.64,61,0,1.03,TR,1718819467
449,siguiri,11.6667,-9.5,33.9,46,20,1.31,GN,1718819467
450,chibougamau,49.9168,-74.3659,30.79,51,75,12.35,CA,1718819238
451,ladbergen,52.1333,7.75,19.95,52,20,3.6,DE,1718819467
452,melekeok village,7.4957,134.6367,27.31,83,75,0.0,PW,1718819467
453,al burayqah,30.4062,19.5739,24.98,78,0,8.05,LY,1718819467
454,afaahiti,-17.75,-149.2833,21.93,65,18,5.38,PF,1718819467
455,nizhniy kuranakh,58.8353,125.4869,5.79,96,20,0.92,RU,1718819468
456,buri,-23.7975,-48.5928,27.83,22,25,3.36,BR,1718819468
457,cabo san lucas,22.8909,-109.9124,34.23,52,0,5.91,MX,1718819218
458,tosontsengel,48.7567,98.2839,9.55,91,76,1.58,MN,1718819468
459,necochea,-38.5473,-58.7368,15.15,49,59,6.34,AR,1718819468
460,breyten,-26.3018,29.987,8.88,30,0,1.53,ZA,1718819468
461,tay ninh,11.3,106.1,27.1,79,100,3.68,VN,1718819468
462,harper,4.375,-7.7169,26.02,85,99,4.34,LR,1718819468
463,new norfolk,-42.7826,147.0587,8.29,86,86,0.84,AU,1718819468
464,lata,40.1629,-8.3327,20.04,58,90,3.66,PT,1718819469
465,pacific grove,36.6177,-121.9166,19.66,81,0,4.63,US,1718819469
466,bargaal,11.2864,51.0773,27.98,74,90,2.18,SO,1718819469
467,bay roberts,47.5999,-53.2648,23.7,72,100,2.24,CA,1718819469
468,jiuquan,39.7432,98.5174,22.29,33,100,5.31,CN,1718819469
469,yaren,-0.5472,166.916,28.58,75,65,4.46,NR,1718819469
470,les cayes,18.2,-73.75,30.15,64,84,6.12,HT,1718819469
471,alo,7.4178,6.7371,27.69,81,92,2.02,NG,1718819469
472,zhangatas,43.5667,69.75,26.38,38,52,10.09,KZ,1718819470
473,kismayo,-0.3582,42.5454,25.95,86,34,5.18,SO,1718819470
474,khromtau,50.2503,58.4347,19.42,75,80,1.82,KZ,1718819470
475,rio rico,31.4715,-110.9765,32.96,23,0,2.06,US,1718819470
476,aginskoye,51.1,114.53,13.38,48,83,1.71,RU,1718819470
477,taulaga,-11.0553,-171.0883,28.65,76,58,7.24,AS,1718819470
478,zuunmod,47.7069,106.9528,9.57,86,74,2.13,MN,1718819470
479,benguela,-12.5763,13.4055,20.88,88,37,1.99,AO,1718819268
480,guiglo,6.5456,-7.4966,24.82,94,92,1.31,CI,1718819470
481,qaisumah,28.3112,46.1273,41.98,8,0,6.17,SA,1718819471
482,lompoc,34.6391,-120.4579,24.36,77,20,5.14,US,1718819471
483,muisne,0.6,-80.0333,24.83,84,100,5.15,EC,1718819471
484,suva,-18.1416,178.4415,23.71,100,75,1.54,FJ,1718819471
485,ofunato,39.0717,141.7167,15.81,71,2,2.55,JP,1718819471
486,chui,-33.6971,-53.4616,20.31,75,19,2.11,UY,1718819175
487,gambiran satu,-8.3939,114.1464,21.15,93,66,0.99,ID,1718819471
488,klaksvik,62.2266,-6.589,10.51,95,100,14.97,FO,1718819471
489,borogontsy,62.6683,131.1683,9.96,94,100,2.25,RU,1718819471
490,mulayjah,27.271,48.4242,38.42,8,0,3.0,SA,1718819471
491,poso,-1.3959,120.7524,24.31,87,100,1.32,ID,1718819472
492,kigorobya,1.6162,31.3089,23.1,61,30,2.45,UG,1718819472
493,nili,33.7218,66.1302,19.12,31,3,4.46,AF,1718819472
494,makokou,0.5738,12.8642,23.25,91,78,1.49,GA,1718819472
495,mindelo,16.8901,-24.9804,26.75,69,75,7.72,CV,1718819472
496,conceicao do mato dentro,-19.0372,-43.425,27.18,37,2,1.0,BR,1718819472
497,sona,45.4388,10.8255,29.75,54,0,3.09,IT,1718819472
498,north bend,43.4065,-124.2243,21.81,77,0,4.12,US,1718819472
499,south hedland,-20.4089,118.5983,21.96,56,29,3.6,AU,1718819472
500,puerto lempira,15.2667,-83.7667,29.08,70,75,5.14,HN,1718819473
501,winslow,35.0242,-110.6974,29.1,18,0,5.14,US,1718819473
502,toguchin,55.2353,84.3858,11.07,93,57,4.33,RU,1718819473
503,tual,-5.6667,132.75,26.09,79,87,8.93,ID,1718819473
504,tarauaca,-8.1614,-70.7656,33.47,43,55,1.49,BR,1718819473
505,sievi,63.9,24.5,13.34,87,35,2.81,FI,1718819473
506,rawson,-43.3002,-65.1023,5.57,74,34,10.14,AR,1718819426
507,revda,56.801,59.9303,15.15,97,88,1.35,RU,1718819473
508,valka,57.7752,26.0101,13.92,89,100,1.34,LV,1718819474
509,jiaojiang,28.6803,121.4428,23.44,99,100,1.05,CN,1718819474
510,sant antoni de portmany,38.9807,1.3036,24.49,75,40,4.12,ES,1718819474
511,chabahar,25.2919,60.643,33.55,61,5,5.15,IR,1718819474
512,brigantine,39.4101,-74.3646,32.33,64,0,4.63,US,1718819474
513,acapulco de juarez,16.8634,-99.8901,27.05,69,54,6.06,MX,1718819273
514,ambalangoda,6.2355,80.0538,28.88,84,100,6.09,LK,1718819474
515,maun,-19.9833,23.4167,18.98,42,0,1.54,BW,1718819474
516,yelan',50.949,43.7378,20.07,74,17,2.71,RU,1718819474
517,port douglas,-16.4833,145.4667,18.73,79,2,2.15,AU,1718819475
518,jianshui,23.6363,102.8264,20.4,98,100,2.55,CN,1718819475
519,nathdwara,24.9333,73.8167,30.34,58,85,7.45,IN,1718819475
520,bunia,1.5667,30.25,19.71,63,15,1.06,CD,1718819475
521,barentu,15.1139,37.5928,25.29,59,73,5.93,ER,1718819475
522,auki,-8.7676,160.7034,24.61,90,86,1.8,SB,1718819475
523,luanda,-8.8368,13.2343,25.0,69,40,4.63,AO,1718819344
524,tangalle,6.024,80.7911,26.71,84,100,5.84,LK,1718819475
525,labrador city,52.9463,-66.9114,31.77,41,75,14.4,CA,1718819475
526,beyneu,45.3167,55.2,31.16,35,86,8.48,KZ,1718819475
527,novaya igirma,57.1334,103.9112,12.43,80,100,3.21,RU,1718819476
528,nadvoitsy,63.8667,34.3167,16.33,65,74,2.91,RU,1718819476
529,lashio,22.9333,97.75,20.55,99,96,0.42,MM,1718819476
530,znamensk,48.5842,45.7338,25.34,43,29,3.76,RU,1718819476
531,nemuro,43.3236,145.575,10.42,89,29,1.93,JP,1718819476
532,cidade velha,14.9167,-23.6167,27.26,74,40,6.69,CV,1718819476
533,umm kaddadah,13.6017,26.6876,36.29,23,43,3.71,SD,1718819476
534,keelung,25.1283,121.7419,28.94,90,76,0.38,TW,1718819477
535,comodoro rivadavia,-45.8667,-67.5,3.92,70,100,7.72,AR,1718819477
536,fougamou,-1.2154,10.5838,25.78,85,98,0.5,GA,1718819477
537,kalajoki,64.25,23.95,14.39,75,30,3.61,FI,1718819477
538,box elder,41.5005,-112.8764,18.28,21,55,1.58,US,1718819477
539,saldanha,-33.0117,17.9442,12.03,75,22,3.86,ZA,1718819478
540,chepo,9.1667,-79.1,28.88,95,100,1.65,PA,1718819478
541,polyarnyy,69.1989,33.4478,8.04,95,100,9.08,RU,1718819478
542,playa del carmen,20.6274,-87.0799,23.01,100,100,0.0,MX,1718819264
543,asadabad,34.7824,48.1185,24.97,34,73,2.8,IR,1718819478
544,charters towers,-20.1,146.2667,11.75,76,0,2.32,AU,1718819478
545,swan hill,-35.3378,143.5544,7.34,74,97,4.03,AU,1718819478
546,nasarawa,8.5294,7.7242,28.74,70,68,1.48,NG,1718819479
547,barmer,25.75,71.3833,30.9,59,88,9.82,IN,1718819479
548,nacala,-14.5428,40.6728,23.18,81,11,3.0,MZ,1718819479
549,laojunmiao,39.8333,97.7333,17.19,40,100,1.9,CN,1718819479
550,betio village,1.358,172.9211,29.02,76,89,4.59,KI,1718819479
551,kone,-21.0595,164.8658,14.76,81,0,1.31,NC,1718819480
552,dali,25.7,100.1833,17.58,95,100,2.43,CN,1718819480
553,jalai nur,49.45,117.7,16.08,62,100,4.62,CN,1718819480
554,jieshou,33.2634,115.3611,24.27,73,100,1.57,CN,1718819480
555,agios nikolaos,35.1914,25.7133,29.87,40,0,3.86,GR,1718819480
556,fuerte olimpo,-21.0415,-57.8738,36.18,24,1,5.96,PY,1718819480
557,kearney,40.6995,-99.0815,19.31,75,100,5.14,US,1718818824
558,kenora,49.8167,-94.4337,15.54,47,75,5.14,CA,1718819481
559,caleta de carquin,-11.0925,-77.6267,19.76,74,95,3.91,PE,1718819481
560,soio,-6.1349,12.3689,22.84,86,34,5.17,AO,1718819481
561,waingapu,-9.6567,120.2641,22.24,82,9,3.7,ID,1718819481
562,phetchabun,16.25,101.0833,26.82,71,90,0.46,TH,1718819481
563,ambovombe,-25.1667,46.0833,20.87,79,0,2.27,MG,1718819481
564,kupang,-10.1667,123.5833,23.32,94,6,2.06,ID,1718819482
565,faizpur,21.1667,75.85,30.29,60,100,5.61,IN,1718819482
566,visby,57.6409,18.296,17.12,63,0,4.63,SE,1718819239
